File	ITS1	5.8S	ITS2	Full_ITS	Notes
AB254991	541	154	460	1154	NA
AB254992	541	153	469	1162	NA
AB254993	541	154	459	1153	NA
AB254994	541	154	465	1159	NA
AB254995	541	154	460	1154	NA
AB254996	541	154	460	1154	NA
AB254997	541	154	459	1153	NA
AB254998	541	154	460	1154	NA
AB254999	535	154	459	1147	NA
AB255000	541	154	459	1153	NA
AB255001	541	154	459	1153	NA
AB255002	541	154	459	1153	NA
AB255003	541	154	459	1153	NA
AB255004	541	154	459	1153	NA
AB255005	541	154	459	1153	NA
AB255006	535	154	469	1157	NA
AB255007	541	154	465	1159	NA
AB255008	541	154	466	1160	NA
AB255009	541	153	468	1161	NA
AB255010	542	154	459	1154	NA
AB255011	541	154	459	1153	NA
AB255012	541	154	459	1153	NA
AB255013	540	154	459	1152	NA
AB255014	534	154	453	1140	NA
AB255015	534	154	453	1140	NA
AB255016	542	154	460	1155	NA
AB255017	533	154	477	1163	NA
AB255018	532	154	460	1145	NA
AB255019	547	154	455	1155	NA
AB255020	554	154	453	1160	NA
AB255021	556	154	471	1180	NA
AB255022	556	154	471	1180	NA
AB255023	559	154	469	1181	NA
AB255024	556	154	457	1166	NA
AB273526	198	154	154	NA	SSU-missing
AB273529	179	154	156	488	NA
AB273531	190	154	154	NA	SSU-missing
AB273532	197	154	154	NA	SSU-missing
AB273534	195	154	156	NA	SSU-missing
AB273536	180	154	155	488	NA
AB273539	188	154	134	NA	SSU-missing
AB273540	180	154	156	489	NA
AB273541	194	154	156	NA	SSU-missing
AB273544	178	154	154	485	NA
AB273545	192	154	154	NA	SSU-missing
AB273547	178	154	154	485	NA
AB273549	178	154	134	465	NA
AB273562	193	154	156	NA	SSU-missing
AB297750	534	154	459	1146	NA
AB297751	540	154	459	1152	NA
AB297752	540	154	459	1152	NA
AB297753	540	154	459	1152	NA
AB297754	534	154	453	1140	NA
AB297755	540	154	459	1152	NA
AB297756	534	154	453	1140	NA
AB297757	534	154	453	1140	NA
AB297758	534	154	453	1140	NA
AB297759	540	154	453	1146	NA
AB297760	541	154	459	1153	NA
AB297761	541	154	459	1153	NA
AB297762	541	154	459	1153	NA
AB297763	541	154	460	1154	NA
AB297764	541	154	447	1141	NA
AB297765	541	154	459	1153	NA
AB297766	541	154	459	1153	NA
AB297767	541	154	459	1153	NA
AB297768	541	154	459	1153	NA
AB297769	541	154	459	1153	NA
AB297770	541	154	459	1153	NA
AB297771	541	154	459	1153	NA
AB297772	541	154	447	1141	NA
AB297773	541	154	459	1153	NA
AB297774	556	154	456	1165	NA
AB297775	556	154	456	1165	NA
AB297776	556	154	456	1165	NA
AB297777	556	154	456	1165	NA
AB297778	556	154	455	1164	NA
AB297779	557	154	463	1173	NA
AB297780	556	154	463	1172	NA
AB297781	556	154	462	1171	NA
AB297782	556	154	462	1171	NA
AB297783	556	154	462	1171	NA
AB297784	556	154	462	1171	NA
AB297785	556	154	462	1171	NA
AB297786	556	154	462	1171	NA
AB297787	556	154	462	1171	NA
AB297788	555	154	470	1178	NA
AB302387	520	153	461	1133	NA
AB302388	528	153	466	1146	NA
AB307673	208	154	243	NA	SSU-missing
AB329671	185	154	146	NA	SSU-missing
AB329672	185	154	240	NA	SSU-missing
AB329674	185	154	166	NA	SSU-missing
AB329683	186	154	233	NA	SSU-missing
AB367794	804	155	409	NA	SSU-missing,LSU-missing
AB367795	804	155	409	NA	SSU-missing,LSU-missing
AB437411	526	153	466	1144	NA
AB481012	534	154	434	1121	NA
AB481013	533	154	422	1108	NA
AB481017	536	154	454	1143	NA
AB481018	556	154	455	1164	NA
AB481027	568	154	462	1183	NA
AB481028	563	154	434	1150	NA
AB481029	546	154	418	1117	NA
AB481030	556	154	478	1187	NA
AB481032	569	154	452	1174	NA
AB481033	568	154	453	1174	NA
AB481035	559	154	468	1180	NA
AB481036	557	154	448	1158	NA
AB481039	544	154	457	1154	NA
AB481041	524	154	436	1113	NA
AB481043	547	154	455	1155	NA
AB481044	522	154	440	1115	NA
AB481045	527	154	441	1121	NA
AB481046	530	154	432	1115	NA
AB481051	569	154	464	1186	NA
AB481052	567	154	460	1180	NA
AB481053	565	154	455	1173	NA
AB481054	565	154	459	1177	NA
AB481055	563	154	434	1150	NA
AB481056	567	154	454	1174	NA
AB481057	575	154	461	1189	NA
AB481058	573	154	456	1182	NA
AB481059	573	154	464	1190	NA
AB481060	549	154	418	1120	NA
AB481062	558	154	433	1144	NA
AB481063	572	154	446	1171	NA
AB481064	567	154	464	1184	NA
AB481065	573	154	453	1179	NA
AB481066	578	154	465	1196	NA
AB481067	571	154	470	1194	NA
AB481068	565	154	459	1177	NA
AB481069	562	154	457	1172	NA
AB481070	572	154	460	1185	NA
AB498951	189	154	170	512	NA
AB498954	193	154	169	515	NA
AB500690	-1	1	1342	NA	5.8S_dup,SSU-missing,LSU-missing
AB503631	406	160	847	NA	SSU-missing,LSU-missing
AB503632	439	160	846	NA	SSU-missing,LSU-missing
AB503633	446	160	845	NA	SSU-missing,LSU-missing
AB503634	439	160	846	NA	SSU-missing,LSU-missing
AB503635	440	160	844	NA	SSU-missing,LSU-missing
AB503636	449	160	848	NA	SSU-missing,LSU-missing
AB503637	444	160	855	NA	SSU-missing,LSU-missing
AB503639	415	160	850	NA	SSU-missing,LSU-missing
AB503640	406	160	851	NA	SSU-missing,LSU-missing
AB503642	406	160	851	NA	SSU-missing,LSU-missing
AB503643	441	160	851	NA	SSU-missing,LSU-missing
AB503645	440	160	851	NA	SSU-missing,LSU-missing
AB503646	413	160	847	NA	SSU-missing,LSU-missing
AB503647	409	160	853	NA	SSU-missing,LSU-missing
AB503648	407	160	852	NA	SSU-missing,LSU-missing
AB503650	409	160	852	NA	SSU-missing,LSU-missing
AB503651	445	160	860	NA	SSU-missing,LSU-missing
AB503652	412	160	854	NA	SSU-missing,LSU-missing
AB503653	409	160	851	NA	SSU-missing,LSU-missing
AB503654	409	160	851	NA	SSU-missing,LSU-missing
AB503655	442	160	848	NA	SSU-missing,LSU-missing
AB503656	409	160	851	NA	SSU-missing,LSU-missing
AB503657	445	160	848	NA	SSU-missing,LSU-missing
AB503658	439	160	854	NA	SSU-missing,LSU-missing
AB503659	440	160	854	NA	SSU-missing,LSU-missing
AB503660	465	160	821	NA	SSU-missing,LSU-missing
AB503661	430	160	821	NA	SSU-missing,LSU-missing
AB503662	427	160	819	NA	SSU-missing,LSU-missing
AB503663	427	160	818	NA	SSU-missing,LSU-missing
AB503664	430	160	819	NA	SSU-missing,LSU-missing
AB503665	442	160	818	NA	LSU-missing
AB503666	442	160	818	NA	LSU-missing
AB503667	451	160	856	NA	SSU-missing,LSU-missing
AB503668	448	160	856	NA	SSU-missing,LSU-missing
AB503671	468	160	863	NA	SSU-missing,LSU-missing
AB503672	468	160	865	NA	SSU-missing,LSU-missing
AB503673	479	160	861	NA	SSU-missing,LSU-missing
AB503674	479	160	860	NA	SSU-missing,LSU-missing
AB503675	477	160	860	NA	SSU-missing,LSU-missing
AB503676	479	160	860	NA	SSU-missing,LSU-missing
AB503677	451	160	841	NA	LSU-missing
AB503679	442	160	843	NA	SSU-missing,LSU-missing
AB503680	439	160	843	NA	SSU-missing,LSU-missing
AB525922	176	154	149	478	NA
AB597348	596	154	551	1300	NA
AB597349	606	154	554	1313	NA
AB597350	591	154	461	1205	NA
AB597352	536	154	422	1111	NA
AB597354	559	154	417	1129	NA
AB597355	554	154	450	1157	NA
AB597356	563	154	463	1179	NA
AB597357	557	154	449	1159	NA
AB597358	556	154	416	1125	NA
AB597359	556	154	416	1125	NA
AB597360	556	154	416	1125	NA
AB597361	556	154	426	1135	NA
AB597362	557	154	423	1133	NA
AB597363	558	154	433	1144	NA
AB597364	558	154	433	1144	NA
AB597365	569	154	464	1186	NA
AB597366	573	154	464	1190	NA
AB597367	569	154	464	1186	NA
AB597368	571	154	464	1188	NA
AB619593	591	154	402	1146	NA
AB625597	407	158	588	NA	LSU-missing
AB625598	473	158	588	NA	LSU-missing
AB625599	539	158	588	NA	LSU-missing
AB625600	605	158	588	NA	LSU-missing
AB625601	671	158	588	NA	LSU-missing
AB625607	507	158	588	NA	LSU-missing
AB625608	537	158	731	NA	LSU-missing
AB625609	441	158	638	NA	LSU-missing
AB741619	179	154	164	NA	SSU-missing
AB741620	178	154	162	NA	SSU-missing
AB741621	181	154	162	NA	SSU-missing
AB741622	181	154	162	NA	SSU-missing
AB769429	192	154	168	513	NA
AB769445	189	154	166	508	NA
AB769448	189	154	166	508	NA
AB769738	366	154	645	1164	NA
AB769739	366	154	647	1166	NA
AB769740	368	154	643	1164	NA
AB769741	367	154	647	1167	NA
AB769743	367	154	647	1167	NA
AB769744	366	154	648	1167	NA
AB769745	366	154	645	1164	NA
AB769746	365	154	644	1162	NA
AB769747	368	154	645	1166	NA
AB769748	370	154	645	1168	NA
AB769749	366	154	645	1164	NA
AB769751	367	154	649	1169	NA
AB769752	367	154	649	1169	NA
AB769753	366	154	646	1165	NA
AB769754	364	154	645	1162	NA
AB769755	367	154	646	1166	NA
AB769756	367	154	645	1165	NA
AB769757	366	154	643	1162	NA
AB769758	366	154	644	1163	NA
AB769759	365	154	644	1162	NA
AB769760	366	154	644	1163	NA
AB769761	366	154	643	1162	NA
AB769762	366	154	646	1165	NA
AB769763	365	154	646	1164	NA
AB769764	367	154	644	1164	NA
AB769765	366	154	648	1167	NA
AB769766	367	154	646	1166	NA
AB769767	366	154	648	1167	NA
AB769768	381	154	642	1176	NA
AB769769	365	154	647	1165	NA
AB769770	367	154	645	1165	NA
AB769771	365	154	646	1164	NA
AB769772	366	154	647	1166	NA
AB769773	367	154	646	1166	NA
AB769774	366	154	647	1166	NA
AB769775	366	154	644	1163	NA
AB769776	364	154	645	1162	NA
AB769778	367	154	645	1165	NA
AB769779	368	154	646	1167	NA
AB769780	368	154	645	1166	NA
AB769781	366	154	644	1163	NA
AB769782	366	154	648	1167	NA
AB769783	365	154	645	1163	NA
AB769784	365	154	646	1164	NA
AB769785	366	154	645	1164	NA
AB769786	365	154	646	1164	NA
AB769787	365	154	646	1164	NA
AB769819	391	154	644	1188	NA
AB769820	397	154	639	1189	NA
AB769821	395	154	640	1188	NA
AB769822	392	154	641	1186	NA
AB769823	393	154	641	1187	NA
AB859144	377	153	756	NA	LSU-missing
AB859146	377	153	717	1246	NA
AB918138	15	154	163	NA	SSU-missing
AB918140	20	154	163	NA	SSU-missing
AB918142	18	154	163	NA	SSU-missing
AB918144	14	154	163	NA	SSU-missing
AB921988	221	154	258	NA	SSU-missing
AB971362	810	154	224	NA	SSU-missing,LSU-missing
AF006820	397	158	713	1267	NA
AF007263	370	158	740	1267	NA
AF007264	416	158	767	1340	NA
AF007265	371	158	740	1268	NA
AF008232	613	154	377	1143	NA
AF124053	557	153	465	NA	LSU-missing
AF141186	544	154	175	NA	LSU-missing
AF141187	544	154	176	NA	LSU-missing
AF151944	790	153	251	NA	SSU-missing,LSU-missing
AF151945	790	153	251	NA	SSU-missing,LSU-missing
AF151946	790	153	251	NA	SSU-missing,LSU-missing
AF151947	861	153	250	NA	SSU-missing,LSU-missing
AF151948	861	153	250	NA	SSU-missing,LSU-missing
AF151949	863	153	251	NA	SSU-missing,LSU-missing
AF151950	863	153	251	NA	SSU-missing,LSU-missing
AF151951	863	153	251	NA	SSU-missing,LSU-missing
AF151952	831	153	249	NA	SSU-missing,LSU-missing
AF178561	147	155	164	NA	SSU-missing
AF178562	164	154	151	NA	SSU-missing
AF202106	735	154	299	NA	LSU-missing
AF250821	185	154	175	NA	LSU-missing
AF259274	779	154	256	NA	SSU-missing,LSU-missing
AF259278	782	154	255	NA	SSU-missing,LSU-missing
AF259279	782	154	257	NA	SSU-missing,LSU-missing
AF259280	781	154	256	NA	SSU-missing,LSU-missing
AF259282	778	154	256	NA	SSU-missing,LSU-missing
AF259283	781	154	257	NA	SSU-missing,LSU-missing
AF259284	781	154	257	NA	SSU-missing,LSU-missing
AF263828	746	153	322	1220	NA
AF276515	504	179	454	1136	NA
AF304560	802	150	243	1194	NA
AF304562	802	150	243	1194	NA
AF304564	802	150	243	1194	NA
AF304566	802	150	243	1194	NA
AF321244	669	156	430	1254	NA
AF321247	401	156	677	1233	NA
AF321253	675	156	428	1258	NA
AF343991	785	154	253	NA	SSU-missing,LSU-missing
AF353179	492	154	695	1340	NA
AF353180	492	154	695	1340	NA
AF353181	422	154	570	1145	NA
AF362408	570	153	585	1307	NA
AF362409	570	153	591	1313	NA
AF362410	570	150	589	1308	NA
AF362411	572	153	605	1329	NA
AF362412	564	149	597	1309	NA
AF362413	568	153	606	1326	NA
AF362414	570	153	618	1340	NA
AF362415	576	151	588	1314	NA
AF362416	582	151	596	1328	NA
AF362417	576	151	580	1306	NA
AF362418	576	153	578	1306	NA
AF362419	577	153	584	1313	NA
AF362420	576	153	580	1308	NA
AF362421	576	153	586	1314	NA
AF362422	576	149	588	1312	NA
AF362423	576	153	585	1313	NA
AF362424	570	153	582	1304	NA
AF362425	572	153	601	1325	NA
AF362426	565	153	582	1299	NA
AF362427	576	150	590	1315	NA
AF362428	570	153	589	1311	NA
AF362429	570	153	592	1314	NA
AF362430	571	153	591	1314	NA
AF362431	572	153	566	1290	NA
AF362432	572	151	628	1350	NA
AF362433	572	153	614	1338	NA
AF362434	560	153	565	1277	NA
AF395159	754	155	513	NA	LSU-missing
AF395161	811	155	461	NA	LSU-missing
AF419987	776	154	291	NA	SSU-missing,LSU-missing
AF419989	910	154	383	NA	SSU-missing,LSU-missing
AF419997	856	154	386	NA	SSU-missing,LSU-missing
AF454571	867	155	316	NA	SSU-missing
AF454572	847	155	316	NA	SSU-missing
AF454574	919	155	279	NA	SSU-missing
AF454575	931	148	354	NA	SSU-missing,LSU-missing
AF454580	715	153	330	1197	NA
AF454581	697	155	303	1154	NA
AF468908	351	153	735	1238	NA
AF468909	350	153	738	1240	NA
AF468910	346	153	742	1240	NA
AF468911	351	153	630	1133	NA
AF468912	360	153	655	1167	NA
AF468913	344	153	706	1202	NA
AF468914	325	153	661	1138	NA
AF468916	319	153	667	1138	NA
AF468917	440	153	767	1359	NA
AF468918	430	153	732	1314	NA
AF472416	350	153	684	1186	NA
AF472417	352	153	684	1188	NA
AF472418	352	153	684	1188	NA
AF472420	344	153	711	1207	NA
AF531226	918	154	279	NA	SSU-missing
AF531246	702	154	264	1119	NA
AF543199	852	149	360	NA	LSU-missing
AF543200	856	149	360	NA	SSU-missing,LSU-missing
AF543201	851	149	364	NA	SSU-missing,LSU-missing
AH002496	559	154	343	1055	NA
AH009237	789	154	249	NA	LSU-missing
AH012936	225	155	913	NA	SSU-missing,LSU-missing
AH012937	232	155	918	NA	SSU-missing,LSU-missing
AH012938	226	155	927	NA	SSU-missing,LSU-missing
AH012939	226	155	921	NA	SSU-missing,LSU-missing
AH012940	227	155	928	NA	SSU-missing,LSU-missing
AH012941	228	155	920	NA	SSU-missing,LSU-missing
AH012942	226	155	916	NA	SSU-missing,LSU-missing
AH012943	224	155	916	NA	SSU-missing,LSU-missing
AH012944	225	155	926	NA	SSU-missing,LSU-missing
AH012945	224	155	928	NA	SSU-missing,LSU-missing
AH012946	225	155	925	NA	SSU-missing,LSU-missing
AH012947	224	155	932	NA	SSU-missing,LSU-missing
AH012948	226	155	923	NA	SSU-missing,LSU-missing
AH012949	226	155	923	NA	SSU-missing,LSU-missing
AH012950	227	155	922	NA	SSU-missing,LSU-missing
AH012951	230	155	920	NA	SSU-missing,LSU-missing
AH012952	264	155	888	NA	SSU-missing,LSU-missing
AH012953	243	155	873	NA	SSU-missing,LSU-missing
AH012954	219	155	919	NA	SSU-missing,LSU-missing
AH012955	228	155	917	NA	SSU-missing,LSU-missing
AH012956	227	155	916	NA	SSU-missing,LSU-missing
AH012957	219	155	918	NA	SSU-missing,LSU-missing
AH012958	227	155	919	NA	SSU-missing,LSU-missing
AH012959	225	155	920	NA	SSU-missing,LSU-missing
AH012960	226	155	921	NA	SSU-missing,LSU-missing
AH012961	227	155	919	NA	SSU-missing,LSU-missing
AH012962	226	155	918	NA	SSU-missing,LSU-missing
AH012963	224	154	917	NA	SSU-missing,LSU-missing
AH012964	228	155	924	NA	SSU-missing,LSU-missing
AH012965	228	155	925	NA	SSU-missing,LSU-missing
AH012966	228	155	927	NA	SSU-missing,LSU-missing
AH012967	228	155	924	NA	SSU-missing,LSU-missing
AH012968	225	155	924	NA	SSU-missing,LSU-missing
AH012969	225	155	918	NA	SSU-missing,LSU-missing
AH012970	226	155	918	NA	SSU-missing,LSU-missing
AJ001841	613	150	470	NA	LSU-missing
AJ001847	625	153	436	1213	NA
AJ132259	612	153	434	1198	NA
AJ132260	656	153	434	1242	NA
AJ241790	812	153	254	1218	NA
AJ241792	755	153	240	1147	NA
AJ241794	942	153	256	1350	NA
AJ241799	715	153	259	1126	NA
AJ241800	708	153	257	1117	NA
AJ241801	710	153	257	1119	NA
AJ241803	706	153	258	1116	NA
AJ241809	942	153	256	1350	NA
AJ241812	807	152	254	1212	NA
AJ241813	745	153	252	1149	NA
AJ241814	702	153	253	1107	NA
AJ241815	702	153	253	1107	NA
AJ249350	690	153	434	1276	NA
AJ277372	707	153	258	1117	NA
AJ277373	884	153	257	1293	NA
AJ291515	226	154	198	577	NA
AJ291516	226	142	198	565	NA
AJ291517	226	154	198	577	NA
AJ291518	226	154	198	577	NA
AJ291519	226	154	198	577	NA
AJ291526	233	154	188	574	NA
AJ291527	240	154	188	581	NA
AJ291536	235	154	211	599	NA
AJ291537	235	154	211	599	NA
AJ291538	246	154	212	611	NA
AJ291539	246	154	212	611	NA
AJ311941	224	154	198	575	NA
AJ311944	224	154	198	575	NA
AJ311946	206	155	169	529	NA
AJ311947	206	155	169	529	NA
AJ311948	232	154	196	581	NA
AJ311949	234	154	185	572	NA
AJ515912	625	153	434	1211	NA
AJ539479	590	154	378	1121	NA
AJ539480	612	154	375	1140	NA
AJ539481	611	154	375	1139	NA
AJ539482	611	154	375	1139	NA
AJ543736	612	154	375	1140	NA
AJ549983	633	152	499	1283	NA
AJ549984	633	152	496	1280	NA
AJ549986	801	152	387	1339	NA
AJ549987	799	152	387	1337	NA
AJ578151	625	153	521	1298	NA
AJ578152	625	153	521	1298	NA
AJ578153	629	153	521	1302	NA
AJ578154	589	153	581	1322	NA
AJ578155	590	153	589	1331	NA
AJ586572	900	156	342	1397	NA
AJ586573	900	156	342	1397	NA
AJ623265	611	154	376	1140	NA
AJ876394	557	154	467	1177	NA
AJ876396	546	154	478	1177	NA
AJ876397	566	154	478	1197	NA
AJ876398	612	154	456	1221	NA
AJ876401	525	154	440	1118	NA
AJ876402	523	154	450	1126	NA
AJ893243	167	154	177	497	NA
AJ968666	238	154	280	NA	SSU-missing
AJ968667	199	154	259	NA	SSU-missing
AJ968668	246	154	305	NA	SSU-missing
AJ968669	234	154	196	NA	SSU-missing
AJ968670	244	154	276	NA	SSU-missing
AJ968671	206	154	257	NA	SSU-missing
AJ968672	218	154	202	573	NA
AJ968673	180	154	240	NA	SSU-missing
AJ968674	239	154	275	NA	SSU-missing
AJ968676	142	154	300	NA	SSU-missing
AJ968678	189	154	230	NA	SSU-missing
AM261920	180	154	322	NA	SSU-missing
AM261923	159	154	322	NA	SSU-missing
AM267267	186	155	197	NA	LSU-missing
AM400244	609	153	352	1113	NA
AM408031	491	155	519	NA	LSU-missing
AM408032	493	155	520	NA	LSU-missing
AM408033	471	156	493	1119	NA
AM412240	232	154	266	NA	SSU-missing
AM743178	633	152	402	1186	NA
AM743179	633	152	402	1186	NA
AM743180	630	152	401	1182	NA
AM743181	630	152	401	1182	NA
AM743182	633	152	400	1184	NA
AM743183	633	152	400	1184	NA
AM743184	633	152	400	1184	NA
AM743185	633	152	400	1184	NA
AM936919	561	155	686	NA	LSU-missing
AM936923	561	155	686	NA	LSU-missing
AM947666	179	154	180	512	NA
AY143487	498	154	456	1107	NA
AY143488	498	154	456	1107	NA
AY143489	498	154	456	1107	NA
AY143490	498	154	456	1107	NA
AY143491	498	154	456	1107	NA
AY143492	498	154	456	1107	NA
AY143493	498	154	456	1107	NA
AY143495	498	154	456	1107	NA
AY143496	498	154	456	1107	NA
AY143497	498	154	456	1107	NA
AY143498	498	154	456	1107	NA
AY143499	498	154	462	1113	NA
AY143501	498	154	462	1113	NA
AY143502	498	154	462	1113	NA
AY143503	498	154	462	1113	NA
AY143504	498	154	462	1113	NA
AY143505	498	154	462	1113	NA
AY143506	498	154	462	1113	NA
AY143507	498	154	462	1113	NA
AY143508	498	154	462	1113	NA
AY143509	498	154	462	1113	NA
AY143511	498	154	462	1113	NA
AY143512	498	154	463	1114	NA
AY143513	498	154	463	1114	NA
AY143514	498	154	463	1114	NA
AY143515	498	154	463	1114	NA
AY143516	498	154	463	1114	NA
AY143517	498	154	463	1114	NA
AY143518	498	154	463	1114	NA
AY161296	648	154	374	1175	NA
AY161297	648	154	371	1172	NA
AY180143	444	169	674	NA	LSU-missing
AY180145	466	169	512	NA	LSU-missing
AY180146	434	169	650	NA	LSU-missing
AY180147	492	169	606	NA	LSU-missing
AY180148	488	168	606	NA	LSU-missing
AY180150	376	169	652	NA	LSU-missing
AY180153	618	168	659	NA	LSU-missing
AY180154	461	169	691	NA	LSU-missing
AY180155	485	169	692	NA	LSU-missing
AY180156	379	169	648	NA	LSU-missing
AY180157	374	169	645	NA	LSU-missing
AY180159	433	169	667	NA	LSU-missing
AY198252	220	158	764	NA	SSU-missing,LSU-missing
AY209010	505	179	459	1142	NA
AY225488	225	154	174	NA	SSU-missing
AY225491	209	154	172	NA	SSU-missing
AY230234	415	170	667	NA	LSU-missing
AY230237	417	170	666	NA	LSU-missing
AY230239	413	171	664	NA	LSU-missing
AY230240	405	171	708	NA	LSU-missing
AY258152	736	155	488	1378	NA
AY278412	821	162	394	NA	SSU-missing
AY315628	737	155	488	1379	NA
AY315629	736	155	488	1378	NA
AY315630	737	155	488	1379	NA
AY359856	734	152	326	1211	NA
AY359857	737	152	330	1218	NA
AY359858	692	152	323	1166	NA
AY359859	670	152	344	1165	NA
AY372367	282	154	735	1170	NA
AY378081	283	154	734	1170	NA
AY378082	282	154	734	1169	NA
AY378083	283	154	733	1169	NA
AY388645	618	154	567	1338	NA
AY425646	357	154	106	NA	LSU-missing
AY425647	357	154	114	NA	LSU-missing
AY430176	649	152	331	1131	NA
AY430177	691	152	312	1154	NA
AY430180	645	152	382	1178	NA
AY430181	690	152	321	1162	NA
AY430185	660	152	324	1135	NA
AY430186	647	152	320	1118	NA
AY430188	654	152	340	1145	NA
AY430189	652	152	336	1139	NA
AY430190	691	152	321	1163	NA
AY430191	724	152	321	1196	NA
AY449562	925	154	295	1373	NA
AY449563	796	154	300	1249	NA
AY449564	796	154	300	1249	NA
AY449565	800	154	300	1253	NA
AY449566	798	154	300	1251	NA
AY449567	796	154	338	NA	LSU-missing
AY449568	797	154	300	1250	NA
AY449569	797	154	300	1250	NA
AY449570	752	154	300	1205	NA
AY449572	751	154	300	1204	NA
AY449574	762	154	300	1215	NA
AY449575	775	154	300	NA	SSU-missing
AY449576	808	154	301	1262	NA
AY449608	733	155	308	1195	NA
AY449609	725	155	308	1187	NA
AY449618	762	154	300	1215	NA
AY452494	748	154	438	1339	NA
AY498751	609	156	376	1140	NA
AY498752	607	152	399	1157	NA
AY498753	607	162	384	1152	NA
AY498754	608	156	377	1140	NA
AY498755	607	156	377	1139	NA
AY498756	604	154	385	1142	NA
AY498757	604	160	382	1145	NA
AY498758	599	160	384	1142	NA
AY531462	202	158	753	NA	SSU-missing,LSU-missing
AY531463	214	158	764	NA	SSU-missing,LSU-missing
AY542800	805	155	136	NA	LSU-missing
AY542801	805	155	136	NA	LSU-missing
AY542802	797	155	136	NA	LSU-missing
AY542803	805	155	136	NA	LSU-missing
AY542804	803	155	136	NA	LSU-missing
AY542805	805	155	136	NA	LSU-missing
AY542806	809	155	136	NA	LSU-missing
AY542807	809	155	136	NA	LSU-missing
AY542808	809	155	136	NA	LSU-missing
AY542809	809	155	136	NA	LSU-missing
AY542810	805	155	136	NA	LSU-missing
AY542811	805	155	136	NA	LSU-missing
AY542812	809	155	136	NA	LSU-missing
AY542813	809	155	136	NA	LSU-missing
AY542814	806	155	136	NA	LSU-missing
AY542815	806	155	136	NA	LSU-missing
AY542816	809	155	136	NA	LSU-missing
AY542817	805	155	136	NA	LSU-missing
AY542818	809	155	139	NA	LSU-missing
AY542819	809	155	139	NA	LSU-missing
AY542820	798	155	139	NA	LSU-missing
AY542821	798	155	139	NA	LSU-missing
AY542822	798	155	139	NA	LSU-missing
AY542823	799	155	139	NA	LSU-missing
