File	ITS1	5.8S	ITS2	Full_ITS	Notes
full-GCA_000778455-JSAE01000642.1_2581-8500	726	153	420	1298	NA
full-GCA_000778455-JSAE01000659.1_12587-23098	727	179	418	1323	LSU_dup
full-GCA_000778455-JSAE01000732.1_15995-23157	723	150	422	1294	NA
full-GCA_000778455-JSAE01000785.1_7810-652	706	153	416	1274	NA
full-GCA_000820565-JMCE01000013.1_57399-63322	690	179	394	1262	NA
full-GCA_000831705-JXRN01000055.1_10685-4213	590	148	523	1260	NA
full-GCA_001188465-LFJF01039551.1_6-6930	727	161	351	1238	NA
full-GCA_001272555-LGHO01004302.1_1701-6937	703	179	395	1276	NA
full-GCA_001640805-LLXD02000056.1_13532-8172	650	154	502	1305	NA
full-GCA_001663605-JTCL01001539.1_8840-3473	609	154	476	1238	NA
full-GCA_001687245-KV709291.1_8932-16261	680	179	479	1337	NA
full-GCA_002050065-MWIU01000047.1_171703-177652	723	179	392	1293	NA
full-GCA_002050065-MWIU01000068.1_79550-70691	683	179	415	1276	LSU_dup
full-GCA_002050065-MWIU01000093.1_465960-476770	727	179	395	1300	NA
full-GCA_002093755-MTTC01000585.1_28754-35888	677	179	387	1242	NA
full-GCA_002093755-MTTC01000592.1_12169-4996	684	179	390	1252	NA
full-GCA_002093755-MTTC01000652.1_4236-9981	683	179	390	1251	NA
full-GCA_002093755-MTTC01001194.1_16757-9652	678	179	388	1244	NA
full-GCA_002093755-MTTC01001264.1_13942-6800	675	152	411	1237	NA
full-GCA_002093755-MTTC01001293.1_7133-3	681	179	380	1239	NA
full-GCA_002093755-MTTC01001313.1_2377-8266	674	179	387	1239	NA
full-GCA_002093755-MTTC01001315.1_4427-11572	680	179	389	1247	NA
full-GCA_002287245-NHOR01000027.1_5078-12509	551	168	604	1322	NA
full-GCA_002287245-NHOR01000250.1_5962-13377	538	168	601	1306	NA
full-GCA_002287245-NHOR01000272.1_414363-406916	573	168	602	1342	NA
full-GCA_002287245-NHOR01000286.1_7814-15261	566	168	603	1336	NA
full-GCA_002287245-NHOR01000398.1_7417-14848	553	168	605	1325	NA
full-GCA_002300595-NDWT01000007.1_16890-10951	703	179	395	1276	NA
full-GCA_002300595-NDWT01000014.1_25252-34803	703	179	418	1299	LSU_dup
full-GCA_002300595-NDWT01000015.1_11296-21495	707	180	389	1275	NA
full-GCA_002300595-NDWT01000038.1_21685-28857	701	178	390	1268	NA
full-GCA_002300595-NDWT01000038.1_4920-10807	693	178	395	1265	NA
full-GCA_002300595-NDWT01000039.1_19822-27076	714	179	401	1293	NA
full-GCA_002300595-NDWT01000040.1_11064-18385	745	181	404	1329	NA
full-GCA_002300595-NDWT01000040.1_36719-42165	695	179	391	1264	NA
full-GCA_002300595-NDWT01000041.1_19203-24856	699	179	396	1273	NA
full-GCA_002300595-NDWT01000041.1_7677-14847	703	179	390	1271	NA
full-GCA_002300595-NDWT01000045.1_75513-82694	682	179	393	1253	NA
full-GCA_002300595-NDWT01000046.1_12671-18604	702	179	399	1279	NA
full-GCA_002300595-NDWT01000046.1_936-8082	700	153	415	1267	NA
full-GCA_002300595-NDWT01000047.1_27604-33408	701	177	391	1268	NA
full-GCA_002300595-NDWT01000059.1_13694-19617	704	179	393	1275	NA
full-GCA_002300595-NDWT01000059.1_30529-36386	690	177	386	1252	NA
full-GCA_002300595-NDWT01000063.1_13820-21034	703	179	395	1276	NA
full-GCA_002300595-NDWT01000065.1_5380-12601	708	181	398	1286	NA
full-GCA_002300595-NDWT01000097.1_58316-65570	707	179	396	1281	NA
full-GCA_002300595-NDWT01000098.1_43278-50466	703	152	418	1272	NA
full-GCA_002300595-NDWT01000104.1_33845-39839	705	178	395	1277	NA
full-GCA_002300595-NDWT01000105.1_44285-51500	709	179	389	1276	NA
full-GCA_002300595-NDWT01000112.1_6261-17075	705	178	395	1277	NA
full-GCA_002300595-NDWT01000112.1_78358-88080	697	153	442	1291	LSU_dup
full-GCA_002300595-NDWT01000115.1_6932-14061	701	179	394	1273	NA
full-GCA_002300595-NDWT01000116.1_70470-76408	699	181	396	1275	NA
full-GCA_002300595-NDWT01000128.1_2265-8278	706	182	396	1283	NA
full-GCA_002776465-NXFZ01001850.1_5311-1	698	154	457	1308	NA
full-GCA_002776465-NXFZ01001864.1_2622-8033	692	154	420	1265	NA
full-GCA_002776465-NXFZ01001870.1_18626-24077	693	154	458	1304	NA
full-GCA_002892825-PKSA02002191.1_107408-97784	440	153	712	1304	LSU_dup
full-GCA_002892825-PKSA02004402.1_122609-111451	437	153	714	1303	LSU_dup
full-GCA_002892825-PKSA02006044.1_135323-125796	435	153	704	1291	LSU_dup
full-GCA_002892825-PKSA02006044.1_14745-6866	439	153	704	1295	LSU_dup
full-GCA_002892825-PKSA02006044.1_153440-142290	435	153	683	1270	NA
full-GCA_002892825-PKSA02006044.1_167362-161618	438	153	681	1271	NA
full-GCA_002892825-PKSA02006044.1_186023-179128	434	153	684	1270	NA
full-GCA_002892825-PKSA02006044.1_212665-206769	434	153	683	1269	NA
full-GCA_002892825-PKSA02006044.1_249716-238851	434	153	682	1268	NA
full-GCA_002892825-PKSA02006044.1_36729-30601	443	153	681	1276	NA
full-GCA_002892825-PKSA02006044.1_59572-54514	441	153	678	1271	NA
full-GCA_002892825-PKSA02006044.1_82363-75788	444	153	681	1277	NA
full-GCA_002892825-PKSA02006534.1_5115-3	438	152	673	1262	NA
full-GCA_002892825-PKSA02006781.1_13183-7384	439	153	681	1272	NA
full-GCA_002892825-PKSA02007068.1_29588-23185	438	153	677	1267	NA
full-GCA_002892825-PKSA02007418.1_40329-28369	441	153	719	1312	LSU_dup
full-GCA_002892825-PKSA02007435.1_31408-23239	438	153	703	1293	LSU_dup
full-GCA_002892825-PKSA02007775.1_4813-3	442	153	681	1275	NA
full-GCA_002892825-PKSA02007851.1_38092-48922	439	153	679	1270	NA
full-GCA_002892825-PKSA02008288.1_44476-32808	434	153	710	1296	LSU_dup
full-GCA_002892825-PKSA02008672.1_19098-12163	436	153	692	1280	NA
full-GCA_002892825-PKSA02008890.1_3693-13853	434	153	705	1291	LSU_dup
full-GCA_002892825-PKSA02009134.1_4732-13064	437	153	690	1279	NA
full-GCA_002892825-PKSA02009154.1_13375-1688	438	153	704	1294	LSU_dup
full-GCA_002892825-PKSA02009157.1_23529-17732	442	153	684	1278	NA
full-GCA_002892825-PKSA02009455.1_10315-20989	441	153	680	1273	NA
full-GCA_002892825-PKSA02011965.1_2745-12608	440	153	705	1297	LSU_dup
full-GCA_002892825-PKSA02012804.1_5926-15917	443	153	718	1313	LSU_dup
full-GCA_002892825-PKSA02013096.1_4584-14705	439	153	715	1306	LSU_dup
full-GCA_002892825-PKSA02013273.1_1-9573	441	153	681	1274	NA
full-GCA_002892825-PKSA02013390.1_5305-16412	440	153	705	1297	LSU_dup
full-GCA_002892825-PKSA02013705.1_2696-9195	436	153	719	1307	NA
full-GCA_002892825-PKSA02013908.1_17189-24088	433	153	684	1269	NA
full-GCA_002892825-PKSA02014655.1_8471-18968	434	153	713	1299	LSU_dup
full-GCA_002892825-PKSA02014675.1_163-11124	439	153	701	1292	LSU_dup
full-GCA_002892825-PKSA02014732.1_629-9681	440	153	706	1298	LSU_dup
full-GCA_002892825-PKSA02014992.1_18783-9535	437	153	705	1294	LSU_dup
full-GCA_002892825-PKSA02015226.1_19610-9355	436	153	689	1277	NA
full-GCA_002892825-PKSA02015308.1_19686-7925	440	153	682	1274	NA
full-GCA_002892825-PKSA02015529.1_29764-18600	440	153	719	1311	LSU_dup
full-GCA_002892825-PKSA02015927.1_11697-21870	450	153	706	1308	LSU_dup
full-GCA_002892825-PKSA02016830.1_5332-11763	440	152	677	1268	NA
full-GCA_002892825-PKSA02016831.1_3361-9796	439	153	680	1271	NA
full-GCA_002892825-PKSA02017159.1_5726-13966	439	153	704	1295	LSU_dup
full-GCA_002892825-PKSA02017285.1_38838-27540	438	153	681	1271	NA
full-GCA_002892825-PKSA02017333.1_21152-10114	435	153	705	1292	LSU_dup
full-GCA_002892825-PKSA02017334.1_22499-11524	435	153	702	1289	LSU_dup
full-GCA_002892825-PKSA02017369.1_20575-28116	436	153	883	1471	NA
full-GCA_002892825-PKSA02017369.1_48034-53810	437	153	670	1259	NA
full-GCA_002892825-PKSA02017413.1_537-12826	432	153	704	1288	LSU_dup
full-GCA_002892825-PKSA02017414.1_28065-34880	435	153	684	1271	NA
full-GCA_002892825-PKSA02017414.1_44175-54344	434	153	708	1294	LSU_dup
full-GCA_002892825-PKSA02017414.1_94945-102423	427	153	830	1409	NA
full-GCA_002892825-PKSA02017575.1_10879-389	437	153	704	1293	LSU_dup
full-GCA_002892825-PKSA02017622.1_5579-72	437	153	681	1270	NA
full-GCA_002892825-PKSA02017647.1_41366-48402	428	153	682	1262	NA
full-GCA_002892825-PKSA02017647.1_9675-17418	436	153	706	1294	LSU_dup
full-GCA_002892825-PKSA02017648.1_11109-18442	439	153	685	1276	NA
full-GCA_002892825-PKSA02017684.1_8784-15776	439	153	684	1275	NA
full-GCA_002892825-PKSA02017702.1_10574-406	442	153	707	1301	LSU_dup
full-GCA_002892825-PKSA02017709.1_13796-6950	434	153	684	1270	NA
full-GCA_002892825-PKSA02017758.1_12650-20976	438	153	681	1271	NA
full-GCA_002892825-PKSA02017759.1_1777-10062	441	153	702	1295	LSU_dup
full-GCA_002892825-PKSA02017825.1_8750-14867	440	153	681	1273	NA
full-GCA_002893375-PDMO01000186.1_8354-1619	573	156	736	1464	NA
full-GCA_003013265-PQVL01000068.1_150-7544	561	168	565	1293	NA
full-GCA_003047355-CM009723.1_20392345-20397760	658	154	442	1253	NA
full-GCA_003047355-CM009723.1_20441873-20436456	655	153	443	1250	NA
full-GCA_003047355-CM009723.1_20466820-20472229	658	154	444	1255	NA
full-GCA_003047355-CM009723.1_20530854-20525474	655	153	439	1246	NA
full-GCA_003047355-CM009723.1_20631609-20637023	658	151	441	1249	NA
full-GCA_003047355-CM009723.1_20641879-20647320	674	156	456	1285	NA
full-GCA_003047355-CM009723.1_20757531-20752112	656	156	446	1257	NA
full-GCA_003057635-QBLG01000251.1_55230-61694	573	156	740	1468	NA
full-GCA_003285725-QMEN02000104.1_18012-25435	748	179	495	1421	NA
full-GCA_003285725-QMEN02000125.1_5675-2	748	179	493	1419	NA
full-GCA_003285725-QMEN02000139.1_6512-166	735	177	480	1391	NA
full-GCA_003285725-QMEN02000139.1_68488-61033	754	181	494	1428	NA
full-GCA_003397115-CM010590.1_23746208-23752073	723	179	372	1273	NA
full-GCA_003397115-CM010590.1_23761986-23769232	727	179	395	1300	NA
full-GCA_003397115-CM010594.1_377763-386620	683	179	415	1276	LSU_dup
full-GCA_003397115-PGRV01000007.1_9349-333	727	179	418	1323	LSU_dup
full-GCA_003397115-PGRV01000055.1_10624-933	726	179	395	1299	NA
full-GCA_003401685-CM010499.1_23859430-23865379	723	179	392	1293	NA
full-GCA_003401685-PGRQ01000015.1_14723-20709	727	179	395	1300	NA
full-GCA_003401735-CM010534.1_23342353-23348302	723	179	392	1293	NA
full-GCA_003401735-CM010534.1_23985522-23976663	683	179	415	1276	LSU_dup
full-GCA_003401735-PGRJ01000016.1_13759-19745	727	179	395	1300	NA
full-GCA_003401735-PGRJ01000031.1_72025-82822	718	179	395	1291	NA
full-GCA_003401735-PGRJ01000032.1_49672-38719	727	179	504	1409	NA
full-GCA_003401745-PGRM01000015.1_13036-5814	703	179	395	1276	NA
full-GCA_003401745-PGRM01000018.1_21541-32369	703	179	395	1276	NA
full-GCA_003401745-PGRM01000018.1_48924-59505	703	179	395	1276	NA
full-GCA_003401745-PGRM01000020.1_55600-45243	703	179	395	1276	NA
full-GCA_003401795-CM010548.1_23149611-23158365	727	179	418	1323	LSU_dup
full-GCA_003401795-CM010548.1_23791339-23780505	727	179	395	1300	NA
full-GCA_003401795-PGRL01000013.1_8186-915	727	179	395	1300	NA
full-GCA_003401805-CM010555.1_23252220-23258178	722	179	391	1291	NA
full-GCA_003401805-CM010555.1_23269406-23278988	727	179	418	1323	LSU_dup
full-GCA_003401805-CM010555.1_23293008-23285762	727	179	395	1300	NA
full-GCA_003401805-PGRK01000008.1_16220-24997	727	179	395	1300	NA
full-GCA_003401805-PGRK01000098.1_12452-22666	727	179	395	1300	NA
full-GCA_003401855-CM010562.1_21644109-21635252	683	179	415	1276	LSU_dup
full-GCA_003401855-CM010562.1_23451229-23457178	723	179	392	1293	NA
full-GCA_003401855-PGRN01000009.1_21119-27094	726	179	391	1295	NA
full-GCA_003401855-PGRN01000045.1_121359-127206	725	179	391	1294	NA
full-GCA_003401855-PGRN01000045.1_14657-21837	727	166	395	1287	NA
full-GCA_003401885-CM010569.1_22974352-22980282	722	179	390	1290	NA
full-GCA_003401885-CM010569.1_22998242-23004228	727	179	395	1300	NA
full-GCA_003401915-CM010576.1_23186724-23192576	723	179	392	1293	NA
full-GCA_003401915-CM010576.1_23215685-23221697	727	179	395	1300	NA
full-GCA_003401915-PGRP01000119.1_11552-21820	727	179	395	1300	NA
full-GCA_003401915-PGRP01000187.1_36879-47585	727	179	395	1300	NA
full-GCA_003401925-CM010583.1_23379611-23385399	721	179	377	1276	NA
full-GCA_003401925-CM010583.1_23430424-23442599	727	179	418	1323	LSU_dup
full-GCA_003401925-CM010583.1_23516654-23523900	727	179	395	1300	NA
full-GCA_003401925-PGRR01000025.1_18167-7321	727	179	395	1300	NA
full-GCA_003401925-PGRR01000029.1_894800-904329	723	179	413	1314	LSU_dup
full-GCA_003401975-PGRS01000030.1_20962-26947	703	179	395	1276	NA
full-GCA_003401975-PGRS01000032.1_17365-28199	703	179	395	1276	NA
full-GCA_003401975-PGRS01000038.1_81518-92714	703	179	418	1299	LSU_dup
full-GCA_003401975-PGRS01000056.1_52418-61858	703	179	418	1299	LSU_dup
full-GCA_003402005-CM010523.1_28014726-28008867	727	179	395	1300	NA
full-GCA_003402015-CM010513.1_23161488-23167410	723	179	390	1291	NA
full-GCA_003402015-CM010513.1_23269987-23280823	727	179	395	1300	NA
full-GCA_003402015-CM010513.1_23588618-23579765	683	179	415	1276	LSU_dup
full-GCA_003402015-PGRW01000007.1_110077-102831	727	179	395	1300	NA
full-GCA_003402055-CM010506.1_21553942-21544356	727	179	418	1323	LSU_dup
full-GCA_003402055-CM010506.1_21577826-21571855	727	179	395	1300	NA
full-GCA_003402055-PGRT01000010.1_57060-64212	727	179	395	1300	NA
full-GCA_003402055-PGRT01000010.1_90960-97077	727	179	393	1298	NA
full-GCA_003426905-QVAO01000204.1_73440-67783	651	155	597	1402	NA
full-GCA_003665715-QYZS01000080.1_374446-367824	611	154	672	1436	NA
full-GCA_003665715-QYZS01000113.1_130695-124072	606	154	676	1435	NA
full-GCA_003711585-REGW02000246.1_22251-27681	574	154	545	1272	NA
full-GCA_004337865-PUXU01000005.1_202435-208898	608	148	509	1264	NA
full-GCA_004354835-SCKG01000027.1_386881-381511	621	147	526	1293	NA
full-GCA_004354835-SCKG01000027.1_399733-394339	625	151	523	1298	NA
full-GCA_004354835-SCKG01000027.1_418727-424128	625	154	526	1304	NA
full-GCA_004354835-SCKG01000027.1_432032-437460	630	154	530	1313	NA
full-GCA_004382145-CM015613.1_22931339-22938382	685	181	391	1256	NA
full-GCA_004382145-CM015613.1_22948914-22958982	681	179	390	1249	NA
full-GCA_004382145-NIGA01000012.1_29552-23768	686	179	395	1259	NA
full-GCA_004382145-NIGA01000012.1_57809-48047	687	179	396	1261	NA
full-GCA_004382145-NIGA01000012.1_7718-1799	684	181	394	1258	NA
full-GCA_004382145-NIGA01000019.1_23645-33155	687	179	419	1284	LSU_dup
full-GCA_004382145-NIGA01000021.1_26971-17548	687	179	419	1284	LSU_dup
full-GCA_004382145-NIGA01000023.1_9959-2807	678	178	396	1251	NA
full-GCA_004382145-NIGA01000027.1_28406-36145	687	179	396	1261	NA
full-GCA_004382145-NIGA01000029.1_16514-23617	676	179	391	1245	NA
full-GCA_004382145-NIGA01000034.1_3295-13653	687	179	392	1257	NA
full-GCA_004382145-NIGA01000038.1_15970-24886	685	178	392	1254	NA
full-GCA_004382145-NIGA01000038.1_47068-55728	682	178	414	1273	LSU_dup
full-GCA_004382145-NIGA01000043.1_30004-37107	678	151	418	1246	NA
full-GCA_004382145-NIGA01000043.1_40837-48512	687	179	394	1259	NA
full-GCA_004382145-NIGA01000045.1_28500-17743	687	179	396	1261	NA
full-GCA_004382145-NIGA01000046.1_16836-24041	692	181	395	1267	NA
full-GCA_004382145-NIGA01000046.1_32140-39277	677	179	393	1248	NA
full-GCA_004382145-NIGA01000054.1_13170-20759	687	179	418	1283	LSU_dup
full-GCA_004382145-NIGA01000162.1_5191-11109	672	179	396	1246	NA
full-GCA_004382145-NIGA01000175.1_27578-34717	679	152	419	1249	NA
full-GCA_004382145-NIGA01000182.1_7475-14581	675	150	415	1239	NA
full-GCA_004382145-NIGA01000184.1_20949-12343	687	179	419	1284	LSU_dup
full-GCA_004382145-NIGA01000185.1_1407-7277	683	175	394	1251	NA
full-GCA_004382145-NIGA01000187.1_10525-17705	690	179	395	1263	NA
full-GCA_004382145-NIGA01000188.1_18630-24563	681	179	396	1255	NA
full-GCA_004382145-NIGA01000188.1_2981-10156	684	179	397	1259	NA
full-GCA_004382145-NIGA01000191.1_15180-22390	688	179	394	1260	NA
full-GCA_004382145-NIGA01000191.1_4796-11995	683	179	396	1257	NA
full-GCA_004382145-NIGA01000194.1_18464-23475	687	179	386	1251	NA
full-GCA_004382145-NIGA01000196.1_29651-22625	685	179	396	1259	NA
full-GCA_004382145-NIGA01000197.1_25638-17309	687	179	419	1284	LSU_dup
full-GCA_004382145-NIGA01000197.1_6221-95	684	151	417	1251	NA
full-GCA_004382145-NIGA01000198.1_23267-30457	686	181	402	1268	NA
full-GCA_004382145-NIGA01000198.1_36235-43405	683	178	392	1252	NA
full-GCA_004382145-NIGA01000199.1_2603-9773	677	179	395	1250	NA
full-GCA_004382145-NIGA01000200.1_26817-32591	687	179	397	1262	NA
full-GCA_004382145-NIGA01000208.1_57482-48191	677	179	419	1274	LSU_dup
full-GCA_004382145-NIGA01000209.1_10466-17589	685	179	396	1259	NA
full-GCA_004382145-NIGA01000211.1_14309-21440	681	175	388	1243	NA
full-GCA_004382145-NIGA01000211.1_2861-10000	685	178	394	1256	NA
full-GCA_004382145-NIGA01000212.1_15463-22668	685	180	401	1265	NA
full-GCA_004382145-NIGA01000217.1_24951-19028	682	178	390	1249	NA
full-GCA_004382145-NIGA01000219.1_20533-12348	687	179	396	1261	NA
full-GCA_004382145-NIGA01000219.1_33122-25053	687	179	396	1261	NA
full-GCA_004382145-NIGA01000238.1_37766-44824	672	152	419	1242	NA
full-GCA_004382145-NIGA01000241.1_2345-11888	683	179	396	1257	NA
full-GCA_004382145-NIGA01000241.1_32345-41823	687	179	418	1283	LSU_dup
full-GCA_004382145-NIGA01000248.1_10387-923	687	179	419	1284	LSU_dup
full-GCA_004382145-NIGA01000250.1_19173-28274	687	179	396	1261	NA
full-GCA_004382145-NIGA01000259.1_22624-28503	674	177	396	1246	NA
full-GCA_004382145-NIGA01000259.1_5912-11842	684	180	396	1259	NA
full-GCA_004382145-NIGA01000261.1_7060-12966	686	179	396	1260	NA
full-GCA_004382145-NIGA01000262.1_16238-25856	687	179	395	1260	NA
full-GCA_004382145-NIGA01000264.1_1771-10701	684	179	418	1280	LSU_dup
full-GCA_004382145-NIGA01000264.1_21278-29875	682	178	417	1276	NA
full-GCA_004382145-NIGA01000270.1_39018-46111	684	179	394	1256	NA
full-GCA_004382145-NIGA01000271.1_11452-18633	677	179	396	1251	NA
full-GCA_004382145-NIGA01000271.1_99-7266	683	177	395	1254	NA
full-GCA_004382145-NIGA01000272.1_22118-27107	687	179	396	1261	NA
full-GCA_004382145-NIGA01000277.1_31359-22164	675	179	419	1272	LSU_dup
full-GCA_004382145-NIGA01000297.1_63261-70550	688	179	392	1258	NA
full-GCA_004382145-NIGA01000297.1_6631-13791	685	178	392	1254	NA
full-GCA_004382145-NIGA01000297.1_74600-83694	682	177	394	1252	NA
full-GCA_004382145-NIGA01000299.1_12968-5577	684	150	417	1250	NA
full-GCA_004382145-NIGA01000299.1_30246-21136	687	179	396	1261	NA
full-GCA_004382145-NIGA01000338.1_50479-56305	688	178	394	1259	NA
full-GCA_004382145-NIGA01000338.1_6539-1363	687	179	396	1261	NA
full-GCA_004382185-CM015611.1_22926854-22934063	690	179	395	1263	NA
full-GCA_004382185-CM015611.1_22956886-22964740	690	179	417	1285	LSU_dup
full-GCA_004382185-NIFY01000164.1_6447-15080	690	179	417	1285	LSU_dup
full-GCA_004382185-NIFY01000167.1_5184-13913	690	179	395	1263	NA
full-GCA_004382185-NIFY01000169.1_20702-31286	690	179	395	1263	NA
full-GCA_004382185-NIFY01000174.1_13832-23663	690	179	395	1263	NA
full-GCA_004382185-NIFY01000174.1_27357-35290	690	179	395	1263	NA
full-GCA_004382185-NIFY01000175.1_66972-57471	690	179	395	1263	NA
full-GCA_004382195-CM015600.1_13464-3941	686	178	420	1283	LSU_dup
full-GCA_004382195-CM015601.1_15342606-15336770	672	153	417	1241	NA
full-GCA_004382195-CM015601.1_22702270-22692877	687	179	396	1261	NA
full-GCA_004382195-CM015601.1_22713096-22707652	669	177	392	1237	NA
full-GCA_004382195-CM015601.1_22761951-22754778	693	179	393	1264	NA
full-GCA_004382195-CM015601.1_22789417-22783542	688	177	383	1247	NA
full-GCA_004382195-CM015601.1_22830103-22840767	683	178	387	1247	NA
full-GCA_004382195-NIFZ01000021.1_23581-14216	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000023.1_20025-12890	686	179	393	1257	NA
full-GCA_004382195-NIFZ01000024.1_20157-29457	687	179	415	1280	LSU_dup
full-GCA_004382195-NIFZ01000028.1_5326-3	684	178	390	1251	NA
full-GCA_004382195-NIFZ01000030.1_6468-4	687	178	395	1259	NA
full-GCA_004382195-NIFZ01000033.1_21008-26844	684	179	389	1251	NA
full-GCA_004382195-NIFZ01000036.1_7047-16083	686	179	395	1259	NA
full-GCA_004382195-NIFZ01000039.1_5256-23	686	179	395	1259	NA
full-GCA_004382195-NIFZ01000045.1_10555-37	687	179	394	1259	NA
full-GCA_004382195-NIFZ01000046.1_43028-48825	681	178	387	1245	NA
full-GCA_004382195-NIFZ01000047.1_50379-56945	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000049.1_33007-23608	688	179	418	1284	LSU_dup
full-GCA_004382195-NIFZ01000051.1_53646-44333	688	179	418	1284	LSU_dup
full-GCA_004382195-NIFZ01000053.1_33859-25070	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000060.1_8813-14625	678	149	417	1243	NA
full-GCA_004382195-NIFZ01000067.1_34014-24405	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000201.1_12472-17535	680	178	396	1253	NA
full-GCA_004382195-NIFZ01000201.1_20352-26219	674	179	395	1247	NA
full-GCA_004382195-NIFZ01000202.1_2146-8093	686	180	396	1261	NA
full-GCA_004382195-NIFZ01000218.1_104813-98907	683	152	417	1251	NA
full-GCA_004382195-NIFZ01000218.1_13858-8024	677	152	413	1241	NA
full-GCA_004382195-NIFZ01000218.1_53293-46348	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000219.1_17142-24026	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000219.1_33142-38987	687	178	393	1257	NA
full-GCA_004382195-NIFZ01000220.1_23091-15003	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000225.1_3938-11518	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000227.1_9605-718	685	179	395	1258	NA
full-GCA_004382195-NIFZ01000228.1_10465-3310	677	179	388	1243	NA
full-GCA_004382195-NIFZ01000235.1_11088-5152	684	179	392	1254	NA
full-GCA_004382195-NIFZ01000239.1_10882-4963	686	179	390	1254	NA
full-GCA_004382195-NIFZ01000260.1_20999-26937	688	179	396	1262	NA
full-GCA_004382195-NIFZ01000263.1_3680-14358	686	152	422	1259	NA
full-GCA_004382195-NIFZ01000264.1_21241-27133	682	180	389	1250	NA
full-GCA_004382195-NIFZ01000264.1_978-11727	684	179	394	1256	NA
full-GCA_004382195-NIFZ01000273.1_31586-37667	688	179	395	1261	NA
full-GCA_004382195-NIFZ01000275.1_26708-32511	681	177	387	1244	NA
full-GCA_004382195-NIFZ01000275.1_5065-11079	691	180	395	1265	NA
full-GCA_004382195-NIFZ01000277.1_13250-19384	673	177	389	1238	NA
full-GCA_004382195-NIFZ01000280.1_23419-29713	682	177	387	1245	NA
full-GCA_004382195-NIFZ01000281.1_18177-25333	684	179	389	1251	NA
full-GCA_004382195-NIFZ01000288.1_15438-22585	685	179	391	1254	NA
full-GCA_004382195-NIFZ01000297.1_30255-36114	685	178	393	1255	NA
full-GCA_004382195-NIFZ01000297.1_4644-10499	673	179	390	1241	NA
full-GCA_004382195-NIFZ01000300.1_28918-19436	685	179	395	1258	NA
full-GCA_004382195-NIFZ01000301.1_25890-18712	685	176	386	1246	NA
full-GCA_004382195-NIFZ01000310.1_66526-57058	686	179	405	1269	LSU_dup
full-GCA_004382195-NIFZ01000315.1_7756-567	688	179	394	1260	NA
full-GCA_004382195-NIFZ01000355.1_11018-5173	673	151	417	1240	NA
