File	ITS1	5.8S	ITS2	Full_ITS	Notes
JX132501	69	149	69	286	NA
JX132502	69	149	69	286	NA
JX132504	69	149	69	286	NA
JX132506	69	149	69	286	NA
JX132507	69	149	69	286	NA
JX132508	69	149	69	286	NA
JX132509	69	149	69	286	NA
JX132510	69	149	69	286	NA
JX132511	69	149	69	286	NA
JX132512	69	149	69	286	NA
JX132513	69	149	69	286	NA
JX132514	69	149	69	286	NA
JX132516	69	149	69	286	NA
JX132518	69	149	69	286	NA
JX132520	69	149	69	286	NA
JX132521	69	149	69	286	NA
JX132524	69	149	69	286	NA
JX132526	69	149	69	286	NA
JX132527	69	149	69	286	NA
JX132530	69	149	69	286	NA
JX132531	69	149	69	286	NA
JX132534	69	149	69	286	NA
JX132536	69	149	69	286	NA
JX132538	69	149	69	286	NA
JX132540	69	149	69	286	NA
JX132542	69	149	69	286	NA
JX132543	69	149	69	286	NA
JX132545	69	149	69	286	NA
JX132554	69	149	69	286	NA
JX132555	69	149	69	286	NA
JX132558	69	149	69	286	NA
JX132559	69	149	69	286	NA
JX132562	69	149	69	286	NA
JX132564	69	149	69	286	NA
JX132565	69	149	69	286	NA
JX132566	69	149	69	286	NA
JX132567	69	149	69	286	NA
JX132568	69	149	69	286	NA
JX174731	69	149	69	286	NA
JX174732	69	149	69	286	NA
JX174733	69	149	69	286	NA
JX174737	69	149	69	286	NA
JX174740	69	149	69	286	NA
JX174741	69	149	69	286	NA
JX174743	69	149	69	286	NA
JX174746	69	149	64	281	NA
JX174747	69	149	64	281	NA
JX174749	71	149	64	283	NA
JX174752	69	149	65	282	NA
JX174758	70	149	64	282	NA
JX174784	69	149	64	281	NA
JX174794	69	149	64	281	NA
JX174797	69	149	64	281	NA
JX174798	70	149	64	282	NA
JX174800	70	149	64	282	NA
JX174802	70	149	64	282	NA
JX174806	69	149	64	281	NA
JX174811	69	149	64	281	NA
JX174814	69	149	64	281	NA
JX174815	71	149	64	283	NA
JX174817	71	149	64	283	NA
JX174819	71	149	64	283	NA
JX174821	71	149	64	283	NA
JX174830	68	149	65	281	NA
JX174833	70	149	64	282	NA
JX174834	70	149	64	282	NA
JX174840	70	149	65	283	NA
JX174841	70	149	65	283	NA
JX174842	69	149	65	282	NA
JX174861	69	149	64	281	NA
JX174888	82	149	64	294	NA
JX174889	71	149	64	283	NA
JX174890	71	149	64	283	NA
JX174891	69	149	64	281	NA
JX174892	71	149	64	283	NA
JX174893	71	149	64	283	NA
JX174894	71	149	64	283	NA
JX174896	70	149	64	282	NA
JX174897	68	149	64	280	NA
JX174898	71	149	64	283	NA
JX174899	71	149	64	283	NA
JX174900	83	149	64	295	NA
JX174901	71	149	64	283	NA
JX174906	83	149	64	295	NA
JX174907	70	149	64	282	NA
JX174908	83	149	64	295	NA
JX174909	85	149	64	297	NA
JX174910	71	149	64	283	NA
JX174911	71	149	64	283	NA
JX174913	83	149	64	295	NA
JX174915	70	149	64	282	NA
JX174917	83	149	64	295	NA
JX174918	83	149	64	295	NA
JX174919	83	149	64	295	NA
JX174920	83	149	64	295	NA
JX174921	84	149	64	296	NA
JX174922	83	149	64	295	NA
JX174923	83	149	64	295	NA
JX174924	82	149	64	294	NA
JX174925	83	149	64	295	NA
JX174926	83	149	64	295	NA
JX174927	83	149	64	295	NA
JX174928	69	149	64	281	NA
JX174930	83	149	64	295	NA
JX174931	83	149	64	295	NA
JX174932	83	149	64	295	NA
JX174933	83	149	64	295	NA
JX174934	83	149	63	294	NA
JX174936	83	149	64	295	NA
JX174937	83	149	64	295	NA
JX174938	82	149	64	294	NA
JX174941	83	149	64	295	NA
JX174942	83	149	64	295	NA
JX174944	82	149	64	294	NA
JX174945	83	149	64	295	NA
JX174946	83	149	64	295	NA
JX174947	71	149	64	283	NA
JX174948	69	149	64	281	NA
JX174949	71	149	64	283	NA
JX174950	71	149	64	283	NA
JX174951	71	149	64	283	NA
JX174952	83	149	64	295	NA
JX174953	83	149	64	295	NA
JX174954	83	149	64	295	NA
JX174955	84	149	64	296	NA
JX174956	83	149	64	295	NA
JX174957	83	149	64	295	NA
JX174958	83	149	64	295	NA
JX174959	83	149	64	295	NA
JX174960	83	149	64	295	NA
JX174961	83	149	64	295	NA
JX174962	83	149	64	295	NA
JX174963	69	149	65	282	NA
JX174964	69	149	64	281	NA
JX174965	69	149	65	282	NA
JX174966	69	149	64	281	NA
JX174967	68	149	64	280	NA
JX174968	68	149	64	280	NA
JX174969	67	149	64	279	NA
JX174970	68	149	64	280	NA
JX174971	71	149	64	283	NA
JX174972	71	149	64	283	NA
JX174973	71	149	64	283	NA
JX174974	71	149	64	283	NA
JX174975	71	149	64	283	NA
JX174976	71	149	64	283	NA
JX174977	71	149	64	283	NA
JX174978	71	149	64	283	NA
JX174979	69	149	64	281	NA
JX174980	75	149	64	287	NA
JX174981	83	149	64	295	NA
JX174982	73	149	63	284	NA
JX174983	73	149	63	284	NA
JX174984	73	149	63	284	NA
JX174985	73	149	63	284	NA
JX174986	73	149	63	284	NA
JX174987	73	149	64	285	NA
JX174988	73	149	64	285	NA
JX174989	67	149	64	279	NA
JX174990	71	149	65	284	NA
JX174991	69	149	69	286	NA
JX174992	68	149	64	280	NA
JX188171	66	150	77	292	NA
JX188172	66	150	77	292	NA
JX188177	65	150	77	291	NA
JX188178	65	150	77	291	NA
JX188187	65	150	77	291	NA
JX188188	65	150	77	291	NA
JX291980	79	149	69	296	NA
JX321993	142	154	9	304	NA
JX322021	144	154	9	306	NA
JX322257	143	154	9	305	NA
JX420122	61	149	63	272	NA
JX454449	65	151	97	312	NA
JX459660	67	150	72	288	NA
JX459662	67	150	72	288	NA
JX459664	67	150	72	288	NA
JX459665	70	150	83	302	NA
JX459666	70	150	83	302	NA
JX459667	70	150	83	302	NA
JX459668	70	150	83	302	NA
JX459670	67	150	72	288	NA
JX459671	67	150	72	288	NA
JX459673	67	150	72	288	NA
JX459674	67	150	72	288	NA
JX459678	69	150	82	300	NA
JX459684	67	150	72	288	NA
JX459686	67	150	72	288	NA
JX459687	67	150	72	288	NA
JX459689	67	150	72	288	NA
JX463228	70	150	83	302	NA
JX463236	70	150	83	302	NA
JX463243	70	150	83	302	NA
JX463257	70	150	83	302	NA
JX546608	69	149	69	286	NA
JX901385	69	150	78	296	NA
JX901386	69	150	78	296	NA
JX901387	69	150	78	296	NA
JX901388	69	150	78	296	NA
JX901389	69	150	78	296	NA
JX901390	69	150	78	296	NA
JX901391	69	150	78	296	NA
JX901392	69	150	78	296	NA
JX901393	69	150	78	296	NA
JX901394	69	149	69	286	NA
JX901396	69	150	78	296	NA
JX901398	69	150	78	296	NA
JX901399	70	150	78	297	NA
JX901400	69	150	78	296	NA
JX901401	70	150	78	297	NA
JX901402	69	150	78	296	NA
JX901404	69	150	78	296	NA
JX901405	69	150	78	296	NA
JX901406	69	149	69	286	NA
JX901407	69	150	78	296	NA
JX901408	70	150	78	297	NA
JX901409	69	149	69	286	NA
JX901410	69	150	78	296	NA
JX901412	69	149	69	286	NA
JX901414	69	150	78	296	NA
JX901416	69	150	78	296	NA
JX901419	69	150	78	296	NA
JX901420	69	149	69	286	NA
JX901421	69	150	78	296	NA
JX901422	69	149	69	286	NA
JX901423	69	150	78	296	NA
JX901424	69	149	69	286	NA
JX901425	69	150	78	296	NA
JX901427	69	149	69	286	NA
JX915244	72	149	70	290	NA
JX915245	77	149	72	297	NA
KC135883	65	151	97	312	NA
KC136748	63	155	52	269	NA
KC136749	63	155	52	269	NA
KC136751	62	155	52	268	NA
KC136752	62	155	52	268	NA
KC136753	63	155	52	269	NA
KC136754	65	155	52	271	NA
KC136755	65	155	52	271	NA
KC136756	65	155	52	271	NA
KC136757	65	155	52	271	NA
KC136758	65	155	52	271	NA
KC136759	65	155	52	271	NA
KC136760	65	155	52	271	NA
KC136761	65	155	52	271	NA
KC136762	65	155	52	271	NA
KC136763	65	155	52	271	NA
KC136764	65	153	52	269	NA
KC136765	65	153	52	269	NA
KC136766	65	153	52	269	NA
KC143357	68	149	69	285	NA
KC143358	69	149	69	286	NA
KC143359	69	149	69	286	NA
KC143360	69	149	69	286	NA
KC143362	69	149	69	286	NA
KC143363	69	149	69	286	NA
KC143364	69	149	69	286	NA
KC143365	69	149	69	286	NA
KC143366	69	149	68	285	NA
KC143367	69	149	69	286	NA
KC143368	69	149	69	286	NA
KC143369	69	149	69	286	NA
KC143370	69	149	69	286	NA
KC143371	69	149	69	286	NA
KC143372	69	149	69	286	NA
KC143373	68	148	69	284	NA
KC143374	69	149	69	286	NA
KC143375	69	149	68	285	NA
KC143376	69	149	69	286	NA
KC143377	69	149	69	286	NA
KC143379	69	149	69	286	NA
KC143382	69	149	69	286	NA
KC143383	69	149	69	286	NA
KC143384	69	149	69	286	NA
KC143385	69	149	69	286	NA
KC143386	69	149	69	286	NA
KC143387	69	148	69	285	NA
KC143388	69	149	69	286	NA
KC143389	69	149	69	286	NA
KC143390	68	149	69	285	NA
KC143391	69	149	69	286	NA
KC143392	69	149	69	286	NA
KC143393	69	149	69	286	NA
KC143394	69	149	69	286	NA
KC143395	69	149	69	286	NA
KC143396	69	149	69	286	NA
KC143397	69	149	69	286	NA
KC143398	69	149	69	286	NA
KC143399	69	149	69	286	NA
KC143400	69	149	69	286	NA
KC143401	69	149	69	286	NA
KC143402	69	149	69	286	NA
KC143403	69	149	69	286	NA
KC143404	69	149	69	286	NA
KC143405	69	149	69	286	NA
KC143406	69	149	69	286	NA
KC143407	69	149	69	286	NA
KC143408	69	149	69	286	NA
KC143409	69	149	69	286	NA
KC143410	69	149	69	286	NA
KC143411	69	149	69	286	NA
KC143412	69	149	69	286	NA
KC143413	69	149	69	286	NA
KC143414	69	149	69	286	NA
KC143415	69	149	69	286	NA
KC143416	69	149	69	286	NA
KC143417	69	149	69	286	NA
KC143418	69	149	69	286	NA
KC143419	69	149	69	286	NA
KC143420	69	149	69	286	NA
KC143421	69	149	69	286	NA
KC143422	68	149	69	285	NA
KC143423	68	149	69	285	NA
KC143424	69	149	69	286	NA
KC143425	69	149	69	286	NA
KC143426	69	149	69	286	NA
KC143427	68	149	68	284	NA
KC143428	69	149	69	286	NA
KC143429	69	149	69	286	NA
KC143430	69	149	69	286	NA
KC143750	69	149	69	286	NA
KC253979	60	149	57	265	NA
KC254011	65	151	97	312	NA
KC254018	69	150	78	296	NA
KC254112	61	149	63	272	NA
KC254113	61	149	63	272	NA
KC254114	61	149	63	272	NA
KC310808	76	149	64	288	NA
KC349936	71	153	79	302	NA
KC525749	68	152	119	NA	LSU-missing
KC525750	66	154	71	290	NA
KC525751	69	150	71	289	NA
KC525752	71	149	68	287	NA
KC525753	69	148	129	NA	LSU-missing
KC525756	68	151	72	290	NA
KC525764	91	136	82	308	NA
KC525768	89	136	132	NA	LSU-missing
KC525772	91	136	78	304	NA
KC525777	92	134	83	308	NA
KC785548	70	150	78	297	NA
KC816559	69	149	69	286	NA
KC965491	48	150	89	286	NA
KF010777	69	149	69	286	NA
KF031310	70	150	83	302	NA
KF052127	62	149	69	279	NA
KF112070	69	149	69	286	NA
KF212217	70	149	66	284	NA
KF225027	69	149	69	286	NA
KF225039	69	149	69	286	NA
KF225047	69	149	69	286	NA
KF493936	68	149	69	285	NA
KF493937	69	149	69	286	NA
KF493938	69	149	69	286	NA
KF493939	69	149	69	286	NA
KF512544	71	149	69	288	NA
KF512546	73	149	68	289	NA
KF512547	74	149	68	290	NA
KF577371	68	150	77	294	NA
KF617559	50	152	100	301	NA
KF690368	65	150	77	291	NA
KF695404	70	149	75	293	NA
KF800213	68	149	69	285	NA
KF800313	70	150	78	297	NA
KF800544	69	150	78	296	NA
KF959833	69	150	78	296	NA
KF984491	68	149	69	285	NA
KJ173564	68	149	69	285	NA
KJ173565	69	149	69	286	NA
KJ361481	72	150	82	303	NA
KJ411568	71	149	69	288	NA
KJ451657	69	150	78	296	NA
KJ476202	70	150	83	302	NA
KJ476205	93	134	66	292	NA
KJ476206	93	134	66	292	NA
KJ579937	69	149	69	286	NA
KJ579939	69	149	69	286	NA
KJ579942	69	149	68	285	NA
KJ579945	69	149	69	286	NA
KJ579946	69	149	69	286	NA
KJ639034	69	149	69	286	NA
KJ651847	38	143	115	NA	LSU-missing
KJ651851	38	144	114	NA	LSU-missing
KJ651853	36	139	114	NA	LSU-missing
KJ651855	34	139	113	NA	LSU-missing
KJ651856	41	141	117	NA	LSU-missing
KJ706229	67	150	72	288	NA
KJ706233	70	150	83	302	NA
KJ706284	69	149	69	286	NA
KJ706388	67	150	72	288	NA
KJ706392	70	150	83	302	NA
KJ706443	69	149	69	286	NA
KJ706547	67	150	72	288	NA
KJ706551	70	149	83	301	NA
KJ706602	69	149	69	286	NA
KJ706706	67	150	72	288	NA
KJ706710	70	150	83	302	NA
KJ706761	69	149	69	286	NA
KJ706865	67	150	72	288	NA
KJ706869	70	150	83	302	NA
KJ706920	69	149	69	286	NA
KJ707024	67	150	72	288	NA
KJ707028	70	150	83	302	NA
KJ707078	69	149	69	286	NA
KJ755080	69	149	69	286	NA
KJ755081	69	149	69	286	NA
KJ817904	69	149	69	286	NA
KJ830976	61	149	64	273	NA
KJ834361	70	150	78	297	NA
KJ934715	67	150	72	288	NA
KJ956015	69	149	69	286	NA
KJ956016	69	149	69	286	NA
KJ956017	69	149	69	286	NA
KJ956019	69	149	69	286	NA
KM014586	67	150	72	288	NA
KM036428	69	150	78	296	NA
KM209321	64	150	77	290	NA
KM209324	67	150	77	293	NA
KM209325	64	150	77	290	NA
KM209326	65	150	77	291	NA
KM209327	65	150	77	291	NA
KM213981	65	150	77	291	NA
KM213982	65	150	77	291	NA
KM213983	65	150	77	291	NA
KM213984	65	150	77	291	NA
KM222081	39	139	81	258	NA
KM222082	41	141	84	265	NA
KM233176	71	149	47	266	NA
KM233177	75	149	47	270	NA
KM243716	66	150	77	292	NA
KM243717	66	150	77	292	NA
KM243718	66	150	77	292	NA
KM243719	66	150	77	292	NA
KM243720	66	150	77	292	NA
KM243721	66	150	77	292	NA
KM243725	65	150	77	291	NA
KM243726	65	150	77	291	NA
KM243728	65	150	77	291	NA
KM243729	65	150	77	291	NA
KM243734	66	150	77	292	NA
KM243735	66	150	77	292	NA
KM243736	66	150	77	292	NA
KM243737	66	150	77	292	NA
KM243738	66	150	77	292	NA
KM243739	66	150	77	292	NA
KM243740	66	150	77	292	NA
KM243741	66	150	77	292	NA
KM243742	66	150	77	292	NA
KM243743	65	150	77	291	NA
KM243744	65	150	77	291	NA
KM243745	64	150	77	290	NA
KM243746	65	150	77	291	NA
KM243747	65	150	77	291	NA
KM243748	67	150	77	293	NA
KM243749	67	150	77	293	NA
KM243750	67	150	77	293	NA
KM243751	67	150	77	293	NA
KM246245	73	147	82	301	NA
KM246246	73	149	82	303	NA
KM265851	69	149	69	286	NA
KM361511	70	150	83	302	NA
KM382432	65	151	97	312	NA
KM392045	69	149	69	286	NA
KM458787	70	149	75	293	NA
KM461121	69	149	69	286	NA
KM986119	71	150	86	306	NA
KP027649	67	150	76	292	NA
KP027651	68	150	85	302	NA
KP068741	67	150	72	288	NA
KP068742	67	150	72	288	NA
KP068743	67	150	72	288	NA
KP068744	65	151	97	312	NA
KP068772	69	150	78	296	NA
KP068773	69	150	78	296	NA
KP068774	70	150	79	298	NA
KP068775	69	150	78	296	NA
KP068776	69	150	78	296	NA
KP069020	61	149	64	273	NA
KP069021	61	149	63	272	NA
KP131700	70	150	83	302	NA
KP131712	67	150	72	288	NA
KP131713	67	150	72	288	NA
KP131720	73	149	82	303	NA
KP131721	74	149	82	304	NA
KP131723	73	149	82	303	NA
KP131724	65	151	97	312	NA
KP131725	65	151	97	312	NA
KP131726	65	151	97	312	NA
KP131727	65	151	97	312	NA
KP131728	65	151	97	312	NA
KP131729	65	151	97	312	NA
KP131730	65	151	97	312	NA
KP131731	65	151	97	312	NA
KP131732	65	151	97	312	NA
KP131733	65	151	97	312	NA
KP131808	69	150	82	300	NA
KP131809	69	150	75	293	NA
KP131833	69	150	78	296	NA
KP131834	69	150	78	296	NA
KP131835	70	150	78	297	NA
KP131836	70	150	78	297	NA
KP131837	69	150	78	296	NA
KP131838	69	150	78	296	NA
KP131839	70	150	78	297	NA
KP131840	69	150	78	296	NA
KP131841	69	150	78	296	NA
KP131842	69	150	78	296	NA
KP131843	70	150	78	297	NA
KP131844	71	150	78	298	NA
KP131845	70	150	78	297	NA
KP131846	70	150	76	295	NA
KP131848	70	150	78	297	NA
KP131849	69	150	78	296	NA
KP131850	70	150	78	297	NA
KP131853	69	150	78	296	NA
KP131854	70	150	78	297	NA
KP131855	70	150	78	297	NA
KP131856	69	150	78	296	NA
KP131857	69	150	78	296	NA
KP131858	69	150	78	296	NA
KP131859	69	150	77	295	NA
KP131860	69	150	115	NA	LSU-missing
KP131861	69	150	78	296	NA
KP131863	70	150	78	297	NA
KP132251	71	149	69	288	NA
KP132252	66	149	69	283	NA
KP132253	69	149	69	286	NA
